0,1,2,3,4,5,6,7,8,9,10,11
0.0,-2.7755575615628914e-17,0.0,-0.5343741884853943,0.0,-0.5778169370626844,-2.7755575615628914e-17,0.0,-0.4225992431893142,-0.08821960832405874,-0.1591269389318306,-0.41094721266024964
0.0,1.3877787807814457e-17,5.551115123125783e-17,-0.5070717441846273,2.7755575615628914e-17,-0.5277301215498418,1.3877787807814457e-17,0.0,-0.43619405541090783,-0.15502417216681036,-0.24584205179065655,-0.43548031264121473
-0.29327498161525745,-0.43940742978339703,-0.4889760020709694,-2.7755575615628914e-17,-0.5016076116245877,-1.3877787807814457e-17,-0.4356789534908353,-0.20096521752238083,0.0,-5.551115123125783e-17,-1.9081958235744878e-17,-2.7755575615628914e-17
1.2323475573339238e-14,1.66195182615958e-14,1.815214645262131e-14,0.4762459419879762,1.865174681370263e-14,0.4849343362132878,1.6264767310758543e-14,8.881784197001252e-15,0.4331258526491014,0.23354004565693132,0.3215177806425724,0.43876628388424
-0.33967623487687465,-0.43694787604142155,-0.4668787063630123,-2.7755575615628914e-17,-0.47330381790631304,-5.551115123125783e-17,-0.4305328139647547,-0.25757692963939594,-3.122502256758253e-17,6.938893903907228e-18,1.1102230246251565e-16,-5.551115123125783e-17
0.3520930534418809,0.43491656313366883,0.4597297015409063,3.885780586188048e-16,0.4647239349184658,3.885780586188048e-16,0.4282648804431799,0.2759484061268816,3.3306690738754696e-16,1.3877787807814457e-16,3.3306690738754696e-16,3.885780586188048e-16
-2.1649348980190553e-15,-2.581268532253489e-15,-2.6367796834847468e-15,0.45410874124650485,-2.7755575615628914e-15,0.45813505315194697,-2.55351295663786e-15,-1.7763568394002505e-15,0.4263460524449908,0.29040559826093754,0.3610071748132109,0.4329722577644457
0.0,0.0,2.7755575615628914e-17,-0.44958003583840106,2.7755575615628914e-17,-0.452917708267407,0.0,2.7755575615628914e-17,-0.4247290646004915,-0.30205949767642254,-0.36765971383617896,-0.43120175936827987
-0.3727825720158152,-0.4296184069128499,-0.44585690108525106,-2.498001805406602e-16,-0.44868503362171497,-2.498001805406602e-16,-0.42335929735659955,-0.3116431423009366,-2.3592239273284576e-16,-1.3877787807814457e-16,-1.6653345369377348e-16,-1.6653345369377348e-16
-1.3877787807814457e-17,2.7755575615628914e-17,4.85722573273506e-17,0.4427438532850568,5.551115123125783e-17,0.4451829401991646,0.0,0.0,0.42218944152547466,0.3196574406122936,0.37683033919036524,0.4282103708753535
